nameOfCamp,ID, amountReached , goalOfCamp ,goalPercentage,funded,exceeded,category,dateCreated,monthCreated,dateCreatedFormatted,dateScraped,daysSinceStarted,peopleDonated,WRONGnumberOfDays,locationCity,locationState,socialMediaShares,numberOfFBComments,numberOfUpdates,WRONGNumberOfFbComments,WRONGNumberOfUpdates
Post Internship Pre Job $ Survival,1457,"1,400",4020,0.348,0,0,Education," March 5, 2016",3,3/5/16,9/25/16,204,9,6,COLLEGE STATION,TX,136000,0,8,,8
"""Matruchaya Orphanage""",1458,"7,235",12000,0.603,0,0,Education," August 21, 2016",8,8/21/16,9/25/16,35,50,1,SUNNYVALE,CA,97000,0,6,,6
"Free Ben's Music, Foil Parkinson's",1459,"3,765",12000,0.314,0,0,Education," August 20, 2015",8,8/20/15,9/25/16,402,50,13,BERKELEY,CA,135000,0,1,,1
The Just Be Nice Party,1460,125,500,0.25,0,0,Education," September 23, 2016",9,9/23/16,9/25/16,2,3,2,ATLANTA,GA,24000,0,0,,
Support Todd's daughter Skylar ,1461,"2,375",15000,0.158,0,0,Education," September 4, 2016",9,9/4/16,9/25/16,21,17,20,COLORADO SPRINGS,CO,96000,1,0,1,
Jayde's WV Cosmetology Board Exam,1462,140,405,0.346,0,0,Education," September 22, 2016",9,9/22/16,9/25/16,3,3,3,MARTINSBURG,WV,25000,0,2,,2
CHS Alumni Scholarship Fund,1463,"6,750",6000,1.125,1,1,Education," January 7, 2015",1,1/7/15,9/25/16,627,24,20,COVENTRY,RI,93000,0,2,,2
Keeping a Bennett Belle ,1464,150,15000,0.01,0,0,Education," April 17, 2016",4,4/17/16,9/25/16,161,5,5,MISSOURI CITY,TX,128000,0,1,,1
Study Abroad In Costa Rica,1465,"1,515",3431,0.442,0,0,Education," September 4, 2016",9,9/4/16,9/25/16,21,13,21,SAINT LOUIS,MO,51000,0,3,,3
StopAndShake.,1466,870,3000,0.29,0,0,Education," April 29, 2016",4,4/29/16,9/25/16,149,13,4,YONKERS,NY,141000,0,2,,2
Technology for Chemistry Class,1467,695,1500,0.463,0,0,Education," August 23, 2016",8,8/23/16,9/25/16,33,15,1,CENTRAL ISLIP,NY,41000,0,1,,1
Willow's Amazing New York Trip,1468,808,1500,0.539,0,0,Education," September 7, 2016",9,9/7/16,9/25/16,18,12,18,SOMERVILLE,TN,80000,1,1,1,1
Streets to Dojo: Youth Development,1469,350,25000,0.014,0,0,Education," March 24, 2016",3,3/24/16,9/25/16,185,4,6,,,110000,0,2,,2
School Lunchroom - Belmont Academy,1470,"478,653",643000,0.744,0,0,Education," July 12, 2016",7,7/12/16,9/25/16,75,53,2,LAKE CITY,FL,106000,0,1,,1
Help Anthony Get Stem Cell Therapy,1471,"9,140",40000,0.229,0,0,Wishes," August 10, 2016",8,8/10/16,9/25/16,46,395,1,FORT LAUDERDALE,FL,1500,9,7,9,7
Our dear friend Brian Guerrero ,1472,"35,165",45000,0.781,0,0,Emergencies," September 18, 2016",9,9/18/16,9/25/16,7,511,7,DESTREHAN,LA,2000,3,4,3,4
Tori Ulloa's Medical Fund,1473,"5,676",10000,0.568,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,93,1,COVINGTON,LA,779000,1,1,1,1
Help Marty Heal,1474,"25,275",75000,0.337,0,0,Emergencies," July 4, 2016",7,7/4/16,9/25/16,83,242,2,DELMAR,NY,719000,0,9,,9
Jimmy's New Home,1475,"4,090",50000,0.082,0,0,Wishes," September 22, 2016",9,9/22/16,9/25/16,3,48,3,WARRENVILLE,IL,331000,0,1,,1
Save my Girls,1476,"10,250",11000,0.932,0,0,Emergencies," October 22, 2015",10,10/22/15,9/25/16,339,356,11,MURRIETA,CA,4200,112,14,112,14
Support Sarah!!!,1477,"3,493",5000,0.699,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,77,2,CHICAGO,IL,277000,1,0,1,
Arturo's Wheels -usedaccessible van,1478,"19,599",32000,0.612,0,0,Wishes," February 4, 2016",2,2/4/16,9/25/16,234,158,7,BALTIMORE,MD,798000,1,10,1,10
We need help please,1479,"5,012",20000,0.251,0,0,Emergencies," September 21, 2016",9,9/21/16,9/25/16,4,53,4,ANAHEIM,CA,424000,1,8,1,8
Deborah Campbell's Family Emergency,1480,"5,655",10000,0.566,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,83,2,FRANKLIN,TN,52000,0,0,,
Help us go homeless to home,1481,"4,736",6000,0.789,0,0,Emergencies," April 21, 2016",4,4/21/16,9/25/16,157,44,5,NORRISTOWN,PA,359000,0,13,,13
KEEP US TOGETHER PLEASE  ,1482,"5,000",7500,0.667,0,0,Emergencies," November 8, 2013",11,11/8/13,9/25/16,1052,80,35,JAMUL,CA,1300,5,154,5,154
Please help us rebuild and move on ,1483,"1,775",10000,0.178,0,0,Emergencies," August 15, 2016",8,8/15/16,9/25/16,41,16,1,LAFAYETTE,LA,279000,3,14,3,14
USF for Ecuador Survivors,1484,"1,223",7000,0.175,0,0,Emergencies," April 18, 2016",4,4/18/16,9/25/16,160,69,5,TAMPA,FL,294000,0,6,,6
Legal representation for US,1485,"2,050",7000,0.293,0,0,Emergencies," May 5, 2014",5,5/5/14,9/25/16,874,12,29,COLORADO SPRINGS,CO,6100,0,6,,6
Jody needs us,1486,"7,015",5000,1.403,1,1,Emergencies," December 1, 2015",12,12/1/15,9/25/16,299,111,9,NANTUCKET,MA,304000,4,2,4,2
Help fix Gail's flooded house!,1487,"11,150",10000,1.115,1,1,Emergencies," April 18, 2016",4,4/18/16,9/25/16,160,146,5,HOUSTON,TX,124000,4,5,4,5
Help us fix our tour van!!! ,1488,"1,655",5000,0.331,0,0,Emergencies," October 29, 2014",10,10/29/14,9/25/16,697,43,23,FLINT,MI,1700,2,0,2,
Help Us Replace Our Car,1489,400,400,1,1,0,Emergencies," August 3, 2016",8,8/3/16,9/25/16,53,22,1,BASSETT,VA,314000,0,11,,11
Help Us Save OUR Home,1490,5,30000,0,0,0,Emergencies," September 21, 2016",9,9/21/16,9/25/16,4,1,3,YAKIMA,WA,51000,0,0,,
US Marine Veteran Flood Victim,1491,"1,130",6000,0.188,0,0,Emergencies," August 16, 2016",8,8/16/16,9/25/16,40,4,1,BATON ROUGE,LA,451000,0,10,,10
Room Flood,1492,585,1500,0.39,0,0,Emergencies," May 17, 2015",5,5/17/15,9/25/16,497,41,16,LIMA,OH,217000,0,1,,1
Comedian and USMC Veteran Needs Help,1493,"1,105",10000,0.111,0,0,Emergencies," April 30, 2014",4,4/30/14,9/25/16,879,31,29,MCALLEN,TX,912000,0,2,,2
Help Us Cover A Financial Gap,1494,"1,585",1585,1,1,0,Emergencies," July 16, 2016",7,7/16/16,9/25/16,71,23,2,WOODSTOCK,IL,109000,0,3,,3
Bring Steve Flesch back to USA ,1495,"6,365",25000,0.255,0,0,Emergencies," May 3, 2013",5,5/3/13,9/25/16,1241,123,41,SOUTH MILWAUKEE,WI,313000,1,7,1,7
now reunited please help us survive,1496,310,5000,0.062,0,0,Emergencies," April 24, 2015",4,4/24/15,9/25/16,520,16,17,SPRING LAKE,MI,218000,0,9,,9
Help Us Save Our Home,1497,"1,660",3000,0.553,0,0,Emergencies," June 16, 2016",6,6/16/16,9/25/16,101,23,3,NEW PORT RICHEY,FL,169000,2,2,2,2
Help us get our mom back for Christmas! ,1498,"3,480",4000,0.87,0,0,Emergencies," December 23, 2013",12,12/23/13,9/25/16,1007,106,33,TUCSON,AZ,296000,1,0,1,
Please help us through health issues ,1499,"3,470",6000,0.578,0,0,Emergencies," November 10, 2013",11,11/10/13,9/25/16,1050,62,34,MYRTLE BEACH,SC,507000,1,23,1,23
Help us Keep House and Car,1500,"2,500",2500,1,1,0,Emergencies," December 30, 2014",12,12/30/14,9/25/16,635,39,21,ROCKY MOUNT,NC,272000,2,10,2,10
Dance Photographer is Robbed~~Help Us ,1501,"3,440",5000,0.688,0,0,Emergencies," September 25, 2013",9,9/25/13,9/25/16,1096,64,36,SAN FRANCISCO,CA,260000,0,0,,
Please Help Us to Keep Our Home,1502,210,2500,0.084,0,0,Emergencies," September 16, 2016",9,9/16/16,9/25/16,9,3,8,NOBLESVILLE,IN,18000,0,1,,1
Single Mom In Israel Needs Us,1503,"2,984",10000,0.298,0,0,Emergencies," August 19, 2015",8,8/19/15,9/25/16,403,57,13,MONSEY,NY,121000,0,1,,1
Help us get in a safe place,1504,395,300,1.317,1,1,Emergencies," July 13, 2016",7,7/13/16,9/25/16,74,10,2,CLOVIS,CA,160000,1,0,1,
Marc Garris could use a hand,1505,"3,850",3000,1.283,1,1,Emergencies," February 11, 2015",2,2/11/15,9/25/16,592,45,19,LA MESA,CA,211000,0,2,,2
Help us get our car back!,1506,160,2000,0.08,0,0,Emergencies," September 14, 2016",9,9/14/16,9/25/16,11,4,11,LAS VEGAS,NV,43000,0,3,,3
UofS for Ecuador,1507,"1,515",1000,1.515,1,1,Emergencies," April 18, 2016",4,4/18/16,9/25/16,160,28,5,Saskatoon,SK,104000,0,3,,3
#LaFloods - Amy Menard needs us! ,1508,"1,070",20000,0.054,0,0,Emergencies," August 15, 2016",8,8/15/16,9/25/16,41,13,1,LAFAYETTE,LA,43000,1,1,1,1
Help us save our house,1509,"4,315",6000,0.719,0,0,Emergencies," February 18, 2016",2,2/18/16,9/25/16,220,28,7,SAINT PAUL,MN,135000,1,5,1,5
Kanawha Co. Schools Flood Relief,1510,"4,235",100000,0.042,0,0,Emergencies," June 29, 2016",6,6/29/16,9/25/16,88,51,2,CHARLESTON,WV,1300,4,0,4,
Steve White & Michelle Shober Fund,1511,"1,825",5000,0.365,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,19,1,CLAYTON,DE,92000,1,0,1,
The Oldhouser Home Flood Fund,1512,"28,635",22000,1.302,1,1,Emergencies," October 19, 2015",10,10/19/15,9/25/16,342,1104,11,SUMTER,SC,1300,5,0,5,
Kyle's stolen camera replacement ,1513,"2,804",3000,0.935,0,0,Emergencies," September 18, 2016",9,9/18/16,9/25/16,7,75,6,SANTA MONICA,CA,200000,1,1,1,1
Angel of Hope Statue  for Dothan,1514,"16,575",20000,0.829,0,0,Wishes," July 20, 2016",7,7/20/16,9/25/16,67,128,2,DOTHAN,AL,936000,1,4,1,4
The Hartwell Family,1515,"32,287",5000,6.457,1,1,Emergencies," September 14, 2016",9,9/14/16,9/25/16,11,276,11,NATICK,MA,643000,4,0,4,
save fermin and Connies casa ,1516,5,7500,0.001,0,0,Emergencies," August 6, 2016",8,8/6/16,9/25/16,50,1,1,ROSEBURG,OR,1800,0,6,,6
Support the Oates Family,1517,"25,150",15000,1.677,1,1,Emergencies," June 9, 2016",6,6/9/16,9/25/16,108,368,3,HUNTLEY,IL,1100,7,0,7,
11 Sober Guys lost everything ,1518,"3,430",11000,0.312,0,0,Emergencies," March 22, 2016",3,3/22/16,9/25/16,187,63,6,HAGERSTOWN,MD,1100,18,2,18,2
An Urgent Plea: KEEP AUDREY HOME!,1519,"42,040",100000,0.42,0,0,Emergencies," May 8, 2016",5,5/8/16,9/25/16,140,1011,4,BOWLING GREEN,KY,21000,44,0,44,
Support Memories Pizza,1520,"846,057",200000,4.23,1,1,Emergencies," April 1, 2015",4,4/1/15,9/25/16,543,29279,18,WALKERTON,IN,100000,0,1,,1
Shrine Fire Restoration Fund,1521,"80,822",500000,0.162,0,0,Emergencies," October 8, 2015",10,10/8/15,9/25/16,353,705,11,CHICAGO,IL,20000,1,54,1,54
Justice For Airdre's Rape,1522,"19,315",50000,0.386,0,0,Emergencies," March 15, 2016",3,3/15/16,9/25/16,194,547,6,Bridgewater,SA,4000,24,6,24,6
Justice for Kyron Horman! ,1523,"33,542",50000,0.671,0,0,Emergencies," May 18, 2012",5,5/18/12,9/25/16,1591,676,53,MEDFORD,OR,46000,157,123,157,123
The Miksis Family Needs Your Help!,1524,"87,895",75000,1.172,1,1,Emergencies," August 7, 2016",8,8/7/16,9/25/16,49,935,1,SCOTCH PLAINS,NJ,1700,6,4,6,4
Matthew & Karen Porter Fire Relief,1525,"69,000",100000,0.69,0,0,Emergencies," August 18, 2016",8,8/18/16,9/25/16,38,552,1,OAKLAND,CA,1900,7,16,7,16
#JusticeforJosh,1526,"17,965",80000,0.225,0,0,Emergencies," July 3, 2016",7,7/3/16,9/25/16,84,327,2,RIVERTON,UT,2900,22,1,22,1
Fund for Widowed New Mother of 8 ,1527,"492,705",500000,0.985,0,0,Emergencies," April 17, 2015",4,4/17/15,9/25/16,527,6516,17,WAUSAU,WI,11000,86,11,86,11
Help Baby Ibhan Gavai,1528,"230,375",300000,0.768,0,0,Emergencies," July 6, 2016",7,7/6/16,9/25/16,81,4595,2,STONY BROOK,NY,6100,81,12,81,12
Salon Marielle-Ellicott City Flood,1529,"7,295",15000,0.486,0,0,Emergencies," August 3, 2016",8,8/3/16,9/25/16,53,97,1,ELLICOTT CITY,MD,1000,4,1,4,1
RICHARDS Last Adventure,1530,430,750,0.573,0,0,Wishes," September 22, 2016",9,9/22/16,9/25/16,3,15,2,LARGO,FL,113000,0,10,,10
Nick's WheelChair Trike Project,1531,"2,435",25000,0.097,0,0,Wishes," April 5, 2016",4,4/5/16,9/25/16,173,35,5,LAKESIDE MARBLEHEAD,OH,1000,3,0,3,
Miss Missouri TEEN Pageant Kasey Jo,1532,"1,100",1600,0.688,0,0,Wishes," April 3, 2016",4,4/3/16,9/25/16,175,21,5,JOPLIN,MO,977000,0,9,,9
Get Us Moving Again!,1533,885,50000,0.018,0,0,Emergencies," September 21, 2016",9,9/21/16,9/25/16,4,12,4,LAKE PLACID,FL,131000,2,0,2,
Flanigan Fire Relief,1534,"57,600",40000,1.44,1,1,Emergencies," August 15, 2016",8,8/15/16,9/25/16,41,445,1,STEAMBOAT SPRINGS,CO,873000,1,3,1,3
Tad Shappard Medical expenses ,1535,"1,825",20000,0.091,0,0,Emergencies," September 14, 2016",9,9/14/16,9/25/16,11,33,10,TALLAHASSEE,FL,592000,5,1,5,1
 Austin Power - Stay Strong,1536,"13,880",20000,0.694,0,0,Emergencies," January 3, 2016",1,1/3/16,9/25/16,266,162,8,GENOA CITY,WI,993000,7,2,7,2
Help Ashely Get On Her Feet,1537,"4,611",1000,4.611,1,1,Emergencies," September 15, 2016",9,9/15/16,9/25/16,10,76,10,ATLANTA,GA,118000,0,0,,
Chris's Motorcycle Accident Fund,1538,505,10800,0.047,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,11,2,ALLEGAN,MI,250000,0,1,,1
Chris's Medical Fund,1539,"9,855",40000,0.246,0,0,Emergencies," August 30, 2016",8,8/30/16,9/25/16,26,127,25,MOUNT PROSPECT,IL,675000,2,3,2,3
Justin & Ashley House Fire Fund,1540,"6,150",5000,1.23,1,1,Emergencies," September 16, 2016",9,9/16/16,9/25/16,9,87,9,FORT WAYNE,IN,455000,1,1,1,1
Hellickson family house fire.,1541,"4,895",10000,0.49,0,0,Emergencies," September 8, 2016",9,9/8/16,9/25/16,17,95,17,SPRING VALLEY,MN,852000,3,3,3,3
"FloScope, FloScope.tv & humanity",1542,"2,777",500000,0.006,0,0,Wishes," January 22, 2016",1,1/22/16,9/25/16,247,38,8,PORT SAINT LUCIE,FL,893000,2,155,2,155
Jakob's Future Fund,1543,"10,420",5000,2.084,1,1,Emergencies," July 26, 2016",7,7/26/16,9/25/16,61,120,2,DETROIT,MI,844000,0,3,,3
Nicole and Brandon's Fire Expenses,1544,"5,267",10000,0.527,0,0,Emergencies," September 16, 2016",9,9/16/16,9/25/16,9,71,8,SANTA ROSA,CA,409000,1,2,1,2
Help me and the kids move,1545,520,1700,0.306,0,0,Emergencies," September 24, 2016",9,9/24/16,9/25/16,1,15,1,INDIANAPOLIS,IN,22000,0,0,,
Rooted in East St. Louis ,1546,"1,710",25000,0.068,0,0,Wishes," August 1, 2015",8,8/1/15,9/25/16,421,34,14,EAST SAINT LOUIS,IL,514000,0,13,,13
Ronnie Wallace Search & RecoverFund,1547,"31,845",50000,0.637,0,0,Emergencies," January 7, 2016",1,1/7/16,9/25/16,262,246,8,HOUSTON,TX,838000,1,6,1,6
ADPi Support for SC Flood,1548,"11,650",25000,0.466,0,0,Carolina Flood," October 6, 2015",10,10/6/15,9/25/16,355,148,11,CONWAY,SC,835000,0,3,,3
Glenda and David Kitchens Recovery ,1549,"6,752",10000,0.675,0,0,Emergencies," September 17, 2016",9,9/17/16,9/25/16,8,67,7,SAN ANGELO,TX,319000,0,9,,9
New Reliable Handicapped Van Fund,1550,890,30000,0.03,0,0,Wishes," July 16, 2016",7,7/16/16,9/25/16,71,21,2,SAN ANTONIO,TX,748000,0,0,,
Rosa's House Fire Fund,1551,531,10000,0.053,0,0,Emergencies," September 22, 2016",9,9/22/16,9/25/16,3,12,3,MIAMI,FL,103000,0,0,,
Help for Alice Oakleaf,1552,"8,880",25000,0.355,0,0,Emergencies," July 5, 2016",7,7/5/16,9/25/16,82,113,2,MEMPHIS,TN,750000,0,9,,9
A Shot At Making It,1553,"1,093",5250,0.208,0,0,Wishes," September 17, 2016",9,9/17/16,9/25/16,8,18,7,EUGENE,OR,99000,0,1,,1
Bring Jan Dyer back to Nashville,1554,"1,420",7500,0.189,0,0,Wishes," February 11, 2016",2,2/11/16,9/25/16,227,32,7,MURFREESBORO,TN,752000,4,1,4,1
Garrett's  Lineman Accident,1555,"1,630",500,3.26,1,1,Emergencies," September 24, 2016",9,9/24/16,9/25/16,1,11,1,ARCADIA,FL,114000,0,1,,1
Help support  Vieson family ,1556,"3,385",5000,0.677,0,0,Emergencies," September 13, 2016",9,9/13/16,9/25/16,12,55,11,BURLINGTON,KY,544000,1,1,1,1
"Samuel,  Bailey & Adalyn Mills",1557,"3,340",3000,1.113,1,1,Emergencies," September 8, 2016",9,9/8/16,9/25/16,17,60,17,HIXSON,TN,675000,0,0,,
Help sexually abused 4 & 6 Year Olds,1558,"1,756",50000,0.035,0,0,Emergencies," September 6, 2016",9,9/6/16,9/25/16,19,35,18,ROUND ROCK,TX,1300,6,2,6,2
Help Tanya ,1559,"1,645",50000,0.033,0,0,Emergencies," July 29, 2016",7,7/29/16,9/25/16,58,28,1,GRAND ISLAND,NE,1300,7,13,7,13
Nikki King & Family Flood Recovery,1560,"1,856",10000,0.186,0,0,Emergencies," August 23, 2016",8,8/23/16,9/25/16,33,37,1,DENHAM SPRINGS,LA,561000,4,0,4,
LFRW Members Flood Relief,1561,"9,040",20000,0.452,0,0,Emergencies," August 23, 2016",8,8/23/16,9/25/16,33,103,1,NEW IBERIA,LA,359000,0,5,,5
Arkansas Firefighter Injured,1562,"5,550",30000,0.185,0,0,Emergencies," May 23, 2015",5,5/23/15,9/25/16,491,73,16,CABOT,AR,763000,2,9,2,9
hiccups pizza project for homeless ,1563,"4,030",2000,2.015,1,1,Emergencies," January 27, 2015",1,1/27/15,9/25/16,607,162,20,LOS ANGELES,CA,1000,7,4,7,4
Accessible Housing Fund for Ash,1564,"4,508",5000,0.902,0,0,Emergencies," August 25, 2016",8,8/25/16,9/25/16,31,55,1,MONTPELIER,VT,278000,3,3,3,3
Help Kevin & Jess Jensen,1565,"2,380",10000,0.238,0,0,Emergencies," September 11, 2016",9,9/11/16,9/25/16,14,24,14,HOUSTON,TX,46000,0,1,,1
Abandoned Homeless Elderly Man,1566,"17,469",17000,1.028,1,0,Emergencies," July 7, 2016",7,7/7/16,9/25/16,80,214,2,Mississauga,ON,1700,15,4,15,4
Homeless with Special Needs,1567,"1,355",5000,0.271,0,0,Emergencies," September 14, 2016",9,9/14/16,9/25/16,11,41,10,ROSEVILLE,CA,712000,2,0,2,
Help Ed Perry & Family,1568,"3,399",2000,1.7,1,1,Emergencies," September 20, 2016",9,9/20/16,9/25/16,5,63,5,BRANDON,FL,192000,1,0,1,
Help Out Mitch Davidson,1569,550,3000,0.183,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,9,1,AUSTIN,TX,143000,0,0,,
Daniel Wanderley Family Fund,1570,"8,125",8500,0.956,0,0,Wishes," August 16, 2016",8,8/16/16,9/25/16,40,52,1,MILWAUKEE,WI,658000,0,3,,3
Campos Home Explosion ,1571,"2,080",50000,0.042,0,0,Emergencies," September 17, 2016",9,9/17/16,9/25/16,8,27,8,CROCKETT,TX,519000,0,0,,
Maria Laine's Fire Emergency Fund,1572,"3,805",5000,0.761,0,0,Emergencies," September 19, 2016",9,9/19/16,9/25/16,6,46,6,SALEM,OR,219000,0,2,,2
"Zachary, Kaitlyn and Benjamin Keith",1573,"1,750",15000,0.117,0,0,Wishes," September 23, 2016",9,9/23/16,9/25/16,2,10,2,MIDDLEBORO,MA,66000,1,2,1,2
Fund for Action Track Stander Chair,1574,"6,300",20000,0.315,0,0,Wishes," July 11, 2016",7,7/11/16,9/25/16,76,69,2,FIFIELD,WI,409000,0,3,,3
Packanack Church Flood Relief,1575,"120,481",150000,0.803,0,0,Emergencies," August 1, 2016",8,8/1/16,9/25/16,55,414,1,WAYNE,NJ,463000,0,4,,4
Please help Michele & Mike rebuild,1576,"8,605",10000,0.861,0,0,Emergencies," September 14, 2016",9,9/14/16,9/25/16,11,122,11,GILLETTE,NJ,193000,0,0,,
Ian & Wellesley 's longterm housing,1577,"6,815",20000,0.341,0,0,Emergencies," September 6, 2016",9,9/6/16,9/25/16,19,74,19,LENHARTSVILLE,PA,227000,0,1,,1
Feider Family Relief Fund,1578,"5,700",10000,0.57,0,0,Emergencies," September 16, 2016",9,9/16/16,9/25/16,9,76,9,BOISE,ID,387000,0,0,,
Hildenbrandt Crockett Fire Recovery,1579,"2,575",2500,1.03,1,0,Emergencies," September 15, 2016",9,9/15/16,9/25/16,10,40,9,LEXINGTON,KY,170000,1,0,1,
Gilbert Plane Crash and Fire,1580,"3,800",10000,0.38,0,0,Emergencies," September 18, 2016",9,9/18/16,9/25/16,7,43,7,GILBERT,AZ,209000,0,2,,2
Home Destroyed by Flash Flood,1581,970,100000,0.01,0,0,Emergencies," September 23, 2016",9,9/23/16,9/25/16,2,10,2,EAU CLAIRE,WI,45000,0,1,,1
Playground for Quang Binh Orphanage,1582,"5,742",10000,0.574,0,0,Wishes," April 10, 2016",4,4/10/16,9/25/16,168,115,5,COLUMBUS,OH,549000,0,2,,2
Jamie and Kasey's condo tragedy ,1583,"15,990",15000,1.066,1,0,Emergencies," September 12, 2016",9,9/12/16,9/25/16,13,161,12,SUMMIT,NJ,427000,4,0,4,
Michael Garth Thomas  ,1584,"17,981",100000,0.18,0,0,Emergencies," January 28, 2016",1,1/28/16,9/25/16,241,169,8,BETHESDA,MD,533000,0,2,,2
Save Remi from homelessness,1585,"3,707",6000,0.618,0,0,Emergencies," September 20, 2016",9,9/20/16,9/25/16,5,39,5,PORTLAND,OR,188000,0,1,,1
House Fire,1586,"4,735",10000,0.474,0,0,Emergencies," January 27, 2016",1,1/27/16,9/25/16,242,53,8,JAMESTOWN,NY,512000,1,1,1,1
Ofc.  Alexia Jones housefire fund,1587,"4,990",10000,0.499,0,0,Emergencies," September 4, 2016",9,9/4/16,9/25/16,21,89,21,NORTH BEACH,MD,337000,1,2,1,2
Fire2home need repairs help please,1588,"1,541",4500,0.342,0,0,Emergencies," April 25, 2016",4,4/25/16,9/25/16,153,26,5,DETROIT,MI,507000,0,9,,9
Help a family of orphans,1589,"9,824",100000,0.098,0,0,Emergencies," March 21, 2015",3,3/21/15,9/25/16,554,165,18,BROOKLYN,NY,444000,0,54,,54
Kevin's BounceBack Fund,1590,"2,935",2000,1.468,1,1,Emergencies," September 20, 2016",9,9/20/16,9/25/16,5,25,4,FORT BRAGG,CA,55000,2,1,2,1
Help for Nick Karkas and family,1591,"13,206",15000,0.88,0,0,Emergencies," May 4, 2016",5,5/4/16,9/25/16,144,148,4,STOCKTON,NJ,395000,13,0,13,
 Road to WBFF World Championship ,1592,390,3000,0.13,0,0,Wishes," June 3, 2016",6,6/3/16,9/25/16,114,10,3,LINCOLN,NE,383000,0,7,,7
Moms last Thanksgiving,1593,355,5000,0.071,0,0,Wishes," September 15, 2016",9,9/15/16,9/25/16,10,5,10,OLYMPIA,WA,212000,0,3,,3
TJ's Road to Recovery,1594,"7,370",15000,0.491,0,0,Emergencies," April 14, 2016",4,4/14/16,9/25/16,164,73,5,OGDEN,UT,363000,0,0,,
Family Of 4 Loses Everything In Fire,1595,"4,450",6000,0.742,0,0,Emergencies," July 20, 2016",7,7/20/16,9/25/16,67,64,2,MILFORD,MI,311000,0,0,,
Military family legal fees,1596,"2,470",6500,0.38,0,0,Emergencies," May 16, 2016",5,5/16/16,9/25/16,132,20,4,WALLA WALLA,WA,308000,4,5,4,5
Love and fees,1597,200,6000,0.033,0,0,Wishes," September 24, 2016",9,9/24/16,9/25/16,1,6,1,SAN DIEGO,CA,69000,0,2,,2
Terry's Adventure Fund,1598,"3,165",6000,0.528,0,0,Wishes," July 15, 2016",7,7/15/16,9/25/16,72,40,2,DUNDALK,MD,348000,6,3,6,3
Lisas Terminal Breast Cancer Battle,1599,205,3000,0.068,0,0,Emergencies," January 17, 2016",1,1/17/16,9/25/16,252,8,8,CORFU,NY,347000,0,16,,16
"Father of 3, car set on fire.",1600,630,5000,0.126,0,0,Emergencies," September 22, 2016",9,9/22/16,9/25/16,3,3,3,PLATTSMOUTH,NE,242000,0,0,,
LaRatta Housefire & Death Fund,1601,"3,945",15000,0.263,0,0,Emergencies," March 22, 2016",3,3/22/16,9/25/16,187,50,6,,,318000,0,0,,
Help Sa'ad Be Super,1602,"4,065",8000,0.508,0,0,Wishes," April 4, 2016",4,4/4/16,9/25/16,174,62,5,SAINT LOUIS,MO,309000,0,12,,12
Help Hope Obtain Supplies,1603,220,2500,0.088,0,0,Wishes," September 20, 2016",9,9/20/16,9/25/16,5,7,5,CASTLE ROCK,CO,70000,0,2,,2
My Papa Has Six Months To Live,1604,"1,250",3000,0.417,0,0,Wishes," September 20, 2016",9,9/20/16,9/25/16,5,26,4,BUENA PARK,CA,112000,2,0,2,
Clair Family Toxic Mold,1605,"3,085",30000,0.103,0,0,Emergencies," September 20, 2016",9,9/20/16,9/25/16,5,19,5,NISSWA,MN,22000,0,0,,
Tatianah Walker Fund - Miss NJ,1606,"1,239",1200,1.033,1,0,Wishes," June 9, 2016",6,6/9/16,9/25/16,108,15,3,NEWARK,NJ,278000,0,0,,
Break-in/Robbery Recovery Fund,1607,320,3100,0.103,0,0,Emergencies," September 13, 2016",9,9/13/16,9/25/16,12,10,12,ORANGE PARK,FL,88000,0,1,,1
Fear No Evil,1608,"2,864",7000,0.409,0,0,Emergencies," October 20, 2015",10,10/20/15,9/25/16,341,9,11,TENNESSEE COLONY,TX,273000,0,32,,32
Brent Warren's Accident Fund,1609,"1,085",7000,0.155,0,0,Emergencies," September 19, 2016",9,9/19/16,9/25/16,6,17,6,MARLOW,OK,135000,0,1,,1
Accessible Home features for Eamon,1610,846,25000,0.034,0,0,Wishes," September 14, 2016",9,9/14/16,9/25/16,11,14,10,GROVE CITY,OH,126000,0,2,,2
Brent Warren's Accident Fund,1611,"1,085",7000,0.155,0,0,Emergencies," September 19, 2016",9,9/19/16,9/25/16,6,17,6,MARLOW,OK,135000,0,1,,1
Bryce's Senior Year Expenses,1612,"1,315",1000,1.315,1,1,Wishes," September 23, 2016",9,9/23/16,9/25/16,2,6,2,TEMECULA,CA,15000,0,0,,
The Launch Of My Skincare Line,1613,700,1500,0.467,0,0,Wishes," September 13, 2016",9,9/13/16,9/25/16,12,14,12,PHILADELPHIA,PA,222000,0,0,,
Help Barbara Brownie ,1614,"5,210",15000,0.347,0,0,Emergencies," August 28, 2016",8,8/28/16,9/25/16,28,46,27,HAMPTON,NH,213000,0,2,,2
